title,content,tags
What is the lowest temperture I can use to cook fresh pasta?,"Say I want to cook fresh pasta and I don't have access to a stove or hotplate.  I can heat water with an immersion circulator.  I can get close, but can't achieve a boil.  What is the lowest temperature needed to cook fresh (water and/or egg based...but not dried) pasta?  While I provide the circulator as an example, this is less of a modernist technique question and more of a science of cooking pasta question.
","temperature, food-science, pasta"
"Doubling a recipe: how much oil for browning, sauteing?","I want to double this recipe, which calls for browning the floured meat in a pan in 4 tsp of oil, then sauteing the onion in 2 tsp of oil.
Do I need to also double the amount of oil for either or both of these?  I am thinking that the meat doesn't absorb oil so no, but the onion will so yes, but I'm not at all sure.
","sauteing, recipe-scaling"
Sous Vide time for 1.5 lb 1 inch thick bone-in chuck roast at 140F,"Would this require a 24+ hour bath at 140F, or would the limited thickness and size allow it be 12 hours?
","cooking-time, sous-vide"
"I want to make a mug cake, can I use hot chocolate mix instead of cocoa?","Unfortunately, I do not have any cocoa powder left. If I use Cadbury's hot chocolate mix, would it give me the same effect?
","substitutions, cake, chocolate, cocoa"
Adjusting Cooking For Smaller Portions,"I am going to University in the fall. I love to cook and bake but since I will be myself, I cannot cook the regular portions I had before. Is there a way that I can figure out the correct cooking time and temp for a recipe that I have halved? I use many kinds of meat and veggies in most any kind of cooking style (crockpot, stove, oven, etc.).
","temperature, cooking-time, recipe-scaling"
Can I use agar as a coagulant to make homemade tofu?,"Good tofu is really hard to come by where I live, especially silken tofu. 
I want to try making my own tofu. There are tons of recipes online.
BUT, some of the coagulants (gypsum, or nigari) are also a bit hard to come by. I don't want to use epsom salts because they can cause a grainy tofu.
Will it be possible to use agar in this instance?
","tofu, gelling-agents, soymilk"
An alternative to Baileys?,"In this video of triple chocolate pudding recipe, a shot of Baileys is added to whipped cream. Other than Baileys, what can I add to the cream?
","substitutions, coffee, liqueur"
Substituting Soy milk +vegan butter for whole milk +margerine for whipped fluffy icing,"I would like to make an icing for my family member who has a milk allergy.
I have a recipe for whipped fluffy icing using whole milk, flour, sugar and margerine. It is cooked, then cooled and additional steps follow. Will it turn
out well if I substitute soy milk and vegan margerine? Also, can it be refrigerated? 
","vegan, icing, soymilk"
What's this white strip on the top side of my boneless skinless chicken breast?,"I am aware that there is a tendon which connects a chicken breast to it's tenderloin...what I""m curious about is the other white strip on the top of my boneless skinless chicken breasts as shown in this picture:

I always cut my chicken up into small pieces so I always cut it out, but I realize that this can't really be done when baking or poaching the entire boneless skinless chicken breast.
Can anyone shed some light on to what it is and whether I am wasting my time removing it?  Does it dissolve when the chicken is baked?
","chicken, chicken-breast"
Best pan to use for cooking in olive oil?,"I have just bought a Tefal Pan with nonstick Teflon coating. The instruction manual says that using olive oil to cook will gradually ruin the nonstick coating.
What are the best options for buying a pan where one could cook and fry in olive oil without worrying about the toxins entering your food.
Thanks
","food-safety, pan, olive-oil, teflon"
Questions about battering and frying chicken,"I like to fry up chicken occasionally and I've used a few different methods over the years.  Typically my recipe is something like:

Place milk or egg in one dish
Place a flour mixture in another
Drag chicken through liquid, then through flour, then fry up.

It usually turns out pretty well, but I was hoping to get some clarification on what some variations on this recipe do - so:
Some recipes call for dipping the chicken in egg before coating with flour while others call for milk (or butter milk).  

What is the difference between these two?  
Can I mix the two together and use that - if so, how would it be different than using just one?
Does it matter if I soak in the liquid for hours or do i just need to get it wet so the flour will stick?

I've seen some recipes that call for dipping in egg and flour twice.  I'm assuming this just makes the skin crustier?  

If I want an even thicker crust could I go even more than twice or will the batter just start falling off while frying if there is too much on there?

It can be sort of a time consuming process and I've wondered about doing some of the prep work the night before I cook.  

Is it possible to egg wash and dredge in flour and then store overnight?
If so, does this affect how the chicken fries up?  
If so, what is the proper technique?  I'm concerned that if I had a bunch of battered chicken breasts that were stacked on top of each other the batter might peel off when I tried to separate them the next day.

I realize that I could probably figure this out through trial and error, but was hoping to figure it out without wasting any food.  Thanks for any help!
","chicken, frying, breading"
Boil an egg in the microwave,"Is it possible to boil an egg in the microwave? 
Ideally without having to pierce the shell first
","eggs, microwave"
"Jason's Deli has two different kinds of soft serve, what's the difference?","Jason's Deli clearly has two kinds of Free Ice Cream,

The Good Kind.
The Bad Kind.

The Good Kind is the same kind of soft serve you'll find at McDonalds, and Burger King. I'm wondering what's the difference between though between The Good Kind, and The Bad Kind.
The Bad Kind is at the Shepherd Store, and the Humble Store.
The Good Kind is at the Kingwood Store.
",ice-cream
Home made Rice Milk that's not slimy or chalky?,"I'm wondering if it's possible to make rice milk at home that's similar in texture/taste to Rice Dream rice milk.  Most recipes online are really similar to each other, essentially being, blend some rice with some water, and (either after straining or not, and sweetening or not) enjoy.  The two major differences seem to be with the rice being cooked before blending, or raw and soaked overnight before blending.
Having tried both now, here's what I feel:
- Cooked rice seems to leave the Rice Milk with a viscous/slimy texture
- Soaked raw rice seems to leave the Rice Milk with a chalky/powdery texture
Both of these, even after straining multiple times through a nut milk bag.  The second option seems slightly better to me, just because the slimy texture makes me want to gag, but using cooked rice seems like the more popular option online, so maybe I'm missing something.  I noticed none of the recipes call for salt or oil, both of which are listed ingredients in Rice Dream.  I'm not sure if that would make a difference for the texture.
Does anyone out there have any experience making Rice Milk and know how to make a decent tasting (or at least, decent-textured) batch at home?
","rice, milk, texture, drinks"
Frozen Kefir Grains Seem Dead...Any Suggestions?,"My kefir grains were frozen by accident when the temp in my fridge was turned way down.  I turned the temp back up, and after a couple of days took my grains out to culture a fresh batch of milk.  After two days, however, I still have milk with kefir grains at the bottom.  They don't seem to be doing their job anymore.  Should I throw them out or wash them off and try again with new milk?
I don't have any more grains, so I'd hate to lose this batch!  Any suggestions are greatly appreciated!
","freezing, kefir, mistakes"
